customer_id,age,income,country,account_age_days,is_foreign
C00641,53,60673.78924782987,India,2853,0
C00642,46,73055.51342448668,UAE,3315,0
C00643,50,58936.84749436069,UK,1279,0
C00644,36,66988.42639152112,Singapore,2548,0
C00645,26,54548.56482081891,Singapore,463,0
C00646,53,50762.801078349046,Singapore,307,0
C00647,63,30136.07463597203,USA,55,1
C00648,66,32065.748405439215,India,2344,1
C00649,52,77103.47108273301,Singapore,2024,0
C00650,70,51818.26507024799,Singapore,3203,0
C00651,62,79620.03549767306,UK,2871,0
C00652,26,47721.469290724315,Singapore,1873,0
C00653,59,46977.852637819844,India,2092,0
C00654,42,33683.844026620514,UAE,3491,0
C00655,31,44588.249547127765,UAE,3324,0
C00656,51,91185.4542402959,UAE,2597,0
C00657,27,37122.667391040144,USA,2349,0
C00658,69,67656.59809312159,India,3191,0
C00659,39,43473.777542481694,India,2036,0
C00660,39,15000.0,UK,1443,0
C00661,29,62776.61618579108,UAE,2439,0
C00662,53,50574.43332247256,Singapore,524,0
C00663,41,94576.04826553052,UK,1907,1
C00664,65,43382.8259755748,USA,2498,0
C00665,63,68554.65141369426,India,1781,1
C00666,61,43775.67431948382,UK,2533,1
C00667,50,24658.506147317134,India,1706,0
C00668,57,25457.418511684933,USA,1491,0
C00669,74,15000.0,India,3460,0
C00670,35,15000.0,USA,303,1
C00671,39,87340.6413909529,Singapore,3038,0
C00672,47,15000.0,UAE,1457,0
C00673,62,15000.0,UAE,1943,1
C00674,43,50977.267322256856,UK,3093,0
C00675,32,53176.83359345703,India,690,0
C00676,47,67532.38941417453,India,2480,0
C00677,47,76375.2890430328,UAE,434,0
C00678,44,45434.00058927,UK,113,0
C00679,62,62270.841612279124,India,141,1
C00680,49,15000.0,USA,504,0
C00681,24,50334.246891462724,India,69,0
C00682,57,71289.23871517422,UK,2042,0
C00683,70,21434.63579781952,UAE,3349,0
C00684,66,62679.65196504811,UAE,892,0
C00685,58,70707.10401140817,USA,1703,0
C00686,60,15000.0,UAE,3418,0
C00687,72,32186.140332310264,Singapore,2828,0
C00688,34,21027.27753181222,UK,335,1
C00689,72,32879.859541600235,USA,3483,0
C00690,68,72026.54656124588,Singapore,3629,0
C00691,70,93791.95625113821,India,1852,0
C00692,53,15000.0,India,2239,0
C00693,31,67054.40675823795,USA,2862,0
C00694,73,53159.279626372605,USA,1688,0
C00695,46,50999.83776997406,India,1134,1
C00696,45,21314.693505510582,UK,133,0
C00697,55,37466.60607704661,India,710,0
C00698,34,78267.14454492085,Singapore,1361,0
C00699,69,59351.05406393656,UAE,2260,0
C00700,38,36536.95326534107,India,1527,0
C00701,39,70866.13272697333,USA,880,0
C00702,56,75473.06332229433,UK,1854,1
C00703,50,15000.0,India,931,0
C00704,70,39289.12397580172,India,2270,0
C00705,69,18891.469820751747,India,688,0
C00706,64,48553.81755538812,UK,3190,0
C00707,43,16485.760193704686,India,342,0
C00708,28,19637.153426072688,India,3092,1
C00709,74,52092.405465231466,India,1954,0
C00710,38,30807.06417667601,USA,546,0
C00711,54,29443.81406421783,UK,3590,0
C00712,26,45453.33634970061,India,1503,0
C00713,41,54942.31362393155,India,157,0
C00714,41,48784.44949892624,UAE,1845,0
C00715,47,60313.63644649656,UAE,231,0
C00716,27,48540.42945288646,UK,1378,1
C00717,41,15000.0,USA,1998,0
C00718,33,57179.92401192444,India,2464,0
C00719,45,15000.0,UK,2243,1
C00720,64,46158.74881176166,India,698,1
C00721,41,46501.10202798816,Singapore,432,0
C00722,68,28307.368110924126,UK,1467,0
C00723,48,22852.560438319684,UK,102,0
C00724,69,93651.81747445307,USA,1496,0
C00725,22,80529.84400530507,India,1207,0
C00726,74,58144.85932476944,India,691,1
C00727,66,15000.0,Singapore,1502,0
C00728,25,92910.39796543783,USA,3238,0
C00729,66,46706.91488551573,UK,3005,0
C00730,69,64924.55771916974,USA,871,0
C00731,42,24068.267872574575,USA,396,0
C00732,50,45772.162571671404,India,102,0
C00733,71,108960.24385166254,Singapore,1546,0
C00734,70,66193.4077697587,UAE,180,0
C00735,54,20806.539193360393,India,1581,0
C00736,69,15000.0,UK,1391,1
C00737,31,15000.0,USA,1044,0
C00738,67,56203.24339503249,India,523,0
C00739,46,54614.95748234771,USA,2873,1
C00740,58,72994.02104334788,USA,1903,0
C00741,64,114241.49355533232,India,1241,1
C00742,61,27481.913072563548,Singapore,3353,0
C00743,43,38106.92511705755,India,3286,0
C00744,43,91898.85438521935,UAE,904,0
C00745,71,35206.315328006836,USA,3486,1
C00746,42,93308.96010406443,UAE,674,0
C00747,40,74266.78760318029,India,993,0
C00748,25,66393.91292442987,Singapore,3545,0
C00749,73,15000.0,USA,1802,0
C00750,53,60602.92599459237,UAE,1601,0
C00751,37,15000.0,USA,2958,0
C00752,30,26583.797053120234,India,2186,0
C00753,63,61024.449964229134,USA,2153,1
C00754,24,40594.10941482806,USA,2972,0
C00755,34,64208.96230434364,Singapore,524,0
C00756,66,22208.566100553846,USA,3348,0
C00757,39,79274.50158034127,USA,3515,0
C00758,64,77553.63331827242,UK,528,0
C00759,57,26610.31158617871,UK,1766,0
C00760,32,41363.209806761166,India,2195,0
C00761,30,53376.52145024686,USA,3035,1
C00762,24,63351.075923485696,UK,1989,0
C00763,72,50013.364825626355,UAE,2835,0
C00764,50,15000.0,UAE,2637,0
C00765,45,39928.07015240835,UK,2094,0
C00766,26,26316.63919277037,UK,334,0
C00767,64,66119.46972632612,USA,280,0
C00768,36,90030.50977847897,UAE,2056,0
C00769,22,58419.09213470409,UAE,534,1
C00770,62,102758.614525854,India,1417,0
C00771,40,42832.61474047914,India,991,0
C00772,36,92904.66909679634,India,168,0
C00773,72,87123.14404052417,UK,2611,0
C00774,68,36280.9503473963,USA,1925,1
C00775,66,55746.1789833449,UK,2911,0
C00776,36,33207.72579213554,Singapore,2013,1
C00777,24,47989.78574169469,India,3028,0
C00778,73,32858.77335650264,India,3223,0
C00779,23,44504.18245334224,USA,2982,0
C00780,55,69534.84381956939,UAE,3605,0
C00781,66,91897.90674743793,UK,3601,0
C00782,58,62439.43955314348,India,73,0
C00783,49,36708.67936614553,UAE,3543,1
C00784,44,35615.210978022704,India,1842,0
C00785,43,55719.06773795073,UK,2921,0
C00786,34,78239.3174230245,India,83,0
C00787,66,15000.0,India,2463,0
C00788,33,60593.817139936305,UK,2377,0
C00789,71,112321.3998677373,Singapore,400,1
C00790,39,92638.48948857498,USA,413,0
C00791,24,115641.70277865882,UAE,1182,0
C00792,53,65959.7182283541,Singapore,3479,0
C00793,31,81181.85159126415,UAE,1004,1
C00794,53,64899.94202682124,Singapore,2417,0
C00795,43,36197.71237599504,UAE,434,1
C00796,36,48008.371472300845,UAE,2905,0
C00797,67,15000.0,India,3605,0
C00798,50,84939.95625504715,UAE,259,0
C00799,59,72316.29873543915,India,3377,1
C00800,52,67698.45453664828,India,2557,0
C00801,52,49604.810344330195,UAE,2858,0
C00802,73,44284.14897008967,India,2994,0
C00803,69,15000.0,UAE,2880,0
C00804,52,69216.00774893102,UK,3534,0
C00805,37,82142.33905662474,UAE,3226,0
C00806,46,110601.47320788942,Singapore,1626,0
C00807,64,76527.26917321433,USA,1329,0
C00808,44,85094.02857765651,India,1675,0
C00809,26,95508.40369125934,India,1714,1
C00810,25,90534.07739783688,USA,2247,0
C00811,32,32229.321330438393,UAE,2991,0
C00812,39,53706.43087866747,India,2354,0
C00813,46,54723.437748822995,USA,1235,0
C00814,40,35409.29319350561,USA,3165,1
C00815,43,15000.0,UK,3020,0
C00816,67,38325.13048742099,UK,3505,0
C00817,41,15000.0,India,3257,0
C00818,51,15000.0,UAE,3050,0
C00819,47,63338.58117204237,India,2953,0
C00820,43,81227.28050918339,Singapore,3109,0
C00821,41,54929.54995703035,Singapore,2516,1
C00822,64,46807.43359991034,UAE,984,1
C00823,45,68885.88752665432,USA,3008,0
C00824,58,25870.52721020023,UK,494,0
C00825,52,48991.62305888861,UAE,2443,0
C00826,60,63642.22736423403,UAE,1684,0
C00827,50,71897.34478648622,India,523,0
C00828,71,59460.25576701961,Singapore,2647,0
C00829,31,15000.0,Singapore,812,0
C00830,24,43072.69238955334,UAE,2070,1
C00831,61,15000.0,India,139,0
C00832,50,36115.52940981467,Singapore,679,0
C00833,53,91077.64392265628,Singapore,2178,0
C00834,25,15842.978808511412,UK,2013,0
C00835,26,75532.07642061841,UK,1477,0
C00836,45,95017.14106888005,India,1993,0
C00837,52,24600.612534009135,UK,854,0
C00838,74,49260.28157805518,UK,806,0
C00839,33,68897.44586138881,USA,1452,0
C00840,36,15000.0,UAE,2926,0
C00841,30,15000.0,Singapore,3529,0
C00842,28,109613.92912010316,USA,256,0
C00843,46,61204.435631964814,UAE,2954,1
C00844,58,28736.44759260382,India,1642,0
C00845,25,116563.40700344402,Singapore,1604,1
C00846,34,45228.64368799846,India,2563,0
C00847,24,43497.349505414844,Singapore,1696,0
C00848,55,56891.3305040689,UAE,2499,1
C00849,35,16854.116208124397,India,2983,0
C00850,33,56616.242810416006,USA,856,1
C00851,46,34063.571161772044,USA,2364,0
C00852,41,64516.29953564119,Singapore,554,0
C00853,73,32575.28141460494,UAE,366,0
C00854,54,53913.623362660306,USA,940,0
C00855,48,20007.41596735605,UAE,3380,0
C00856,29,26494.33447593853,India,3575,0
C00857,23,72264.58413129371,UK,3612,0
C00858,60,79964.49934334452,UAE,2685,0
C00859,64,43507.664750222335,UAE,2683,0
C00860,38,105576.94186325149,India,2705,0
C00861,74,96030.90600323062,Singapore,3003,0
C00862,73,44670.89883843879,USA,1747,1
C00863,37,69476.86370915295,USA,1836,0
C00864,66,72721.80406932168,USA,982,0
C00865,64,56745.46448136915,UK,912,0
C00866,64,64563.93573940226,USA,1534,0
C00867,44,70565.23216370612,UK,643,0
C00868,72,105458.26499889235,USA,1998,0
C00869,72,44159.08111649955,UK,1116,0
C00870,60,48074.354686745064,Singapore,2072,0
C00871,23,15000.0,UAE,3472,0
C00872,43,84406.37597755698,UK,2254,0
C00873,67,79737.75974576265,India,1239,0
C00874,67,81151.32964295446,India,825,0
C00875,33,79897.11531738342,UK,2977,0
C00876,48,36005.13862315406,USA,396,0
C00877,35,17137.9729097229,UAE,566,1
C00878,24,58951.75539698914,UK,2997,0
C00879,61,86179.83549640447,UK,3312,1
C00880,26,73322.22058293533,India,2007,1
C00881,62,44129.643233691444,UAE,3383,0
C00882,44,94361.70828403675,UK,2929,0
C00883,69,18699.954708489913,USA,1299,0
C00884,51,18111.000319250154,India,3479,0
C00885,42,56795.25949016034,UAE,3582,0
C00886,36,57651.6004666873,UK,279,0
C00887,45,73273.01652209529,USA,2967,0
C00888,70,91161.84271849057,India,3213,0
C00889,42,51292.49024073157,Singapore,768,0
C00890,44,42303.470583413786,India,3343,0
C00891,66,74425.08449997056,UAE,340,0
C00892,66,28534.49542225037,UAE,3298,0
C00893,72,95491.82165760719,India,2041,0
C00894,60,68063.5496117745,UK,2794,0
C00895,49,60025.29251734693,UK,635,0
C00896,52,45342.228535257535,UK,2034,0
C00897,43,50699.885259415314,UAE,2188,0
C00898,63,35972.01978515012,UK,434,0
C00899,38,35348.248075489035,USA,2067,0
C00900,38,62603.539947559184,USA,525,0
C00901,68,36465.23424773004,UAE,684,1
C00902,48,66552.22399732762,UAE,1806,0
C00903,44,34000.857997163876,USA,1983,0
C00904,26,56770.94413434569,UK,3633,0
C00905,25,85631.57531499205,USA,1302,0
C00906,34,96066.87133746245,Singapore,2964,0
C00907,41,80956.03947604491,Singapore,1728,0
C00908,69,90374.09802088607,Singapore,1925,0
C00909,71,77374.50168642245,USA,2432,0
C00910,34,45761.20810381715,UK,1181,0
C00911,25,45034.15545940018,India,1773,1
C00912,25,29618.462905809494,UAE,2935,0
C00913,29,54593.059788029765,India,2236,1
C00914,66,80544.71742946256,UK,2660,1
C00915,37,56757.92351742648,India,2875,0
C00916,39,70781.68265350579,UK,1250,0
C00917,66,15012.86318422082,UAE,2427,0
C00918,67,15000.0,Singapore,3105,0
C00919,36,15000.0,UK,637,0
C00920,31,50614.79038778075,Singapore,1059,0
C00921,62,47166.23856673992,India,2493,0
C00922,27,62588.299160723545,India,3635,0
C00923,34,94647.05950608428,India,3079,0
C00924,33,15000.0,USA,1583,0
C00925,68,15000.0,Singapore,1309,1
C00926,46,67171.70933527028,Singapore,2047,0
C00927,35,94883.0670027668,UK,1046,0
C00928,51,35720.341928408976,USA,1078,0
C00929,56,16019.928443693112,India,1576,1
C00930,43,60330.67307863869,UAE,2980,0
C00931,33,64736.22996235989,USA,839,1
C00932,32,39259.11860759041,USA,1808,0
C00933,27,52180.41572988024,USA,1417,0
C00934,68,37655.20566313459,UK,105,0
C00935,47,46391.88229392394,India,2360,0
C00936,29,50483.87885735063,Singapore,2089,0
C00937,38,35943.27541022423,Singapore,3058,0
C00938,47,32990.37572571718,Singapore,2873,0
C00939,44,15000.0,UK,1124,0
C00940,58,75719.92296681853,UAE,224,0
C00941,34,65051.569790830974,UK,3122,1
C00942,48,105287.09144913952,Singapore,314,0
C00943,43,25809.11908591096,UK,3042,1
C00944,51,15000.0,UAE,1840,0
C00945,50,65755.71171013184,Singapore,2611,0
C00946,68,15865.785210390954,Singapore,870,0
C00947,68,15000.0,USA,177,0
C00948,25,34957.9355934309,UK,1903,0
C00949,43,64034.80175707874,UK,1889,0
C00950,55,112438.08886300169,UAE,1863,0
C00951,63,18985.565894577496,India,2518,0
C00952,52,50374.311480064025,India,1660,0
C00953,23,15000.0,UK,2393,0
C00954,53,102999.66467874308,UAE,956,0
C00955,25,56668.69567402562,UK,335,0
C00956,38,88365.9743994018,USA,1401,0
C00957,28,85316.20394156747,UK,1671,1
C00958,65,69120.61048626187,India,2487,0
C00959,54,70510.17264250752,UAE,1045,0
C00960,63,48336.57913658622,UAE,1299,0
C00961,64,82186.60228978681,India,1606,1
C00962,53,59763.10578301431,UK,3423,0
C00963,69,85856.62014565144,Singapore,3140,0
C00964,22,64346.06785705273,India,3509,0
C00965,23,85006.63627069569,UAE,556,1
C00966,49,65286.08886307794,Singapore,2202,0
C00967,58,71503.963939685,UK,1781,0
C00968,33,15000.0,Singapore,1738,0
C00969,57,107046.7776534101,USA,1149,0
C00970,57,57344.58121683619,Singapore,3631,0
C00971,37,75261.15191974117,India,994,0
C00972,61,25721.351382671273,India,1515,0
C00973,38,52592.76256358573,UAE,3243,0
C00974,67,43574.76388593499,Singapore,3502,1
C00975,66,56943.37767576717,India,401,0
C00976,35,69394.68613177312,India,894,0
C00977,67,67518.64984634401,UAE,2328,1
C00978,26,15000.0,USA,355,1
C00979,26,96761.6363853031,Singapore,2808,0
C00980,22,17387.828702914612,Singapore,3017,0
C00981,47,92555.94035444109,India,3633,0
C00982,22,15000.0,UK,3538,0
C00983,27,100291.7908162461,UAE,1165,0
C00984,24,21634.793601718065,Singapore,1728,0
C00985,41,55686.91569303893,USA,1732,1
C00986,40,20217.044727445384,India,2762,0
C00987,49,83740.87570390687,Singapore,2188,0
C00988,43,71909.81017769987,India,2288,0
C00989,72,87170.38976047895,UK,328,0
C00990,30,130530.37227269934,Singapore,2517,0
C00991,52,55883.94377071722,India,2743,0
C00992,32,22877.95130791999,UK,456,0
C00993,70,97191.81098192494,UK,1273,1
C00994,61,15000.0,India,2129,0
C00995,25,91987.8393543738,USA,1923,0
C00996,64,15000.0,India,1682,0
C00997,34,59608.32232913288,USA,410,0
C00998,73,55264.84903882977,Singapore,1128,1
C00999,49,15000.0,USA,3316,0
C01000,71,82620.70477147894,Singapore,776,1
